,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
284,Tata Zest,Tata,2017,74364,Diesel,Auto,6896,310000.0,9,Surat
285,Ford Ecosport,Ford,2013,125006,Diesel,Manual,28254,318000.0,13,Surat
286,Maruti New Wagon-R,Maruti,2021,71211,Petrol,Manual,7167,405999.99999999994,5,Surat
287,Datsun Redi Go,Datsun,2019,89964,Petrol,Manual,2577,146000.0,7,Surat
288,Honda WR-V,Honda,2018,85872,Diesel,Manual,9775,500000.0,8,Surat
289,Maruti Ciaz,Maruti,2016,127520,Diesel,Manual,10033,381000.0,10,Surat
290,Honda Amaze,Honda,2016,85639,Diesel,Manual,9138,347000.0,10,Surat
291,Volkswagen VIRTUS,Volkswagen,2022,42256,Petrol,Manual,14554,850000.0,4,Surat
292,Hyundai NEW SANTRO,Hyundai,2019,799850,Petrol,Auto,8164,367000.0,7,Surat
293,Renault Kiger,Renault,2022,45252,Petrol,Manual,9603,544000.0,4,Surat
294,Mahindra XUV500,Mahindra,2017,67973,Diesel,Manual,13547,609000.0,9,Surat
295,Maruti Ciaz,Maruti,2015,70127,Diesel,Manual,14282,430000.0,11,Surat
296,Hyundai VENUE,Hyundai,2020,82822,Diesel,Manual,13169,746000.0,6,Surat
297,Volkswagen Vento,Volkswagen,2017,171508,Diesel,Auto,8987,404000.0,9,Surat
298,KIA CARENS,KIA,2023,25206,Petrol,Manual,18578,1085000.0,3,Surat
299,Tata ALTROZ,Tata,2022,57910,Diesel,Manual,12392,702000.0,4,Surat
300,Skoda Superb,Skoda,2014,76086,Petrol,Auto,14946,450000.0,12,Surat
301,Tata ALTROZ,Tata,2022,89122,Diesel,Manual,11174,633000.0,4,Surat
302,Hyundai AURA,Hyundai,2022,27052,Petrol,Manual,11969,678000.0,4,Surat
303,Tata ALTROZ,Tata,2022,27010,Petrol,Auto,11368,644000.0,4,Surat
304,Tata NEXON,Tata,2022,66610,Diesel,Auto,14897,869999.9999999999,4,Surat
305,Ford Ecosport,Ford,2017,116788,Diesel,Manual,8609,387000.0,9,Surat
306,Maruti Swift,Maruti,2025,39273,Petrol,Manual,9974,565000.0,1,Surat
307,Audi A4,Audi,2013,125000,Diesel,Auto,53309,600000.0,13,Surat
308,Maruti Grand Vitara,Maruti,2025,900,Petrol,Manual,19862,1160000.0,1,Surat
309,Maruti Swift Dzire,Maruti,2016,80532,Diesel,Manual,11824,449000.0,10,Surat
310,Skoda Rapid,Skoda,2016,112344,Diesel,Auto,10428,396000.0,10,Surat
311,Maruti Alto,Maruti,2020,74274,Petrol,Manual,4343,246000.0,6,Surat
312,Maruti Ciaz,Maruti,2017,163232,Diesel,Manual,9053,407000.0,9,Surat
313,Maruti Grand Vitara,Maruti,2023,42480,Petrol,Manual,18544,1083000.0,3,Surat
314,Honda WR-V,Honda,2017,128338,Diesel,Manual,11589,521000.0,9,Surat
315,Honda WR-V,Honda,2017,95157,Diesel,Manual,10010,450000.0,9,Surat
316,Hyundai Elite i20,Hyundai,2019,65660,Petrol,Manual,8703,493000.0,7,Surat
317,Tata ALTROZ,Tata,2023,29759,Petrol,Auto,12304,697000.0,3,Surat
318,Maruti Ciaz,Maruti,2020,105100,Petrol,Manual,10766,484000.0,6,Surat
319,Tata NEXON,Tata,2023,64902,Diesel,Manual,14486,846000.0000000001,3,Surat
320,Maruti Celerio,Maruti,2022,44884,Petrol,Manual,7944,450000.0,4,Surat
321,Hyundai Elite i20,Hyundai,2019,68209,Petrol,Auto,9038,512000.0,7,Surat
322,Hyundai NEW I20,Hyundai,2023,33821,Petrol,Auto,14434,843000.0,3,Surat
323,Hyundai Grand i10,Hyundai,2019,48805,Petrol,Manual,6902,391000.0,7,Surat
324,Hyundai AURA,Hyundai,2023,19624,Petrol,Manual,12922,732000.0,3,Surat
325,Honda City,Honda,2015,108348,Diesel,Manual,13585,409000.0,11,Surat
326,Maruti Vitara Brezza,Maruti,2020,61770,Petrol,Manual,9903,561000.0,6,Surat
327,Maruti Ciaz,Maruti,2017,164172,Diesel,Manual,9209,413999.99999999994,9,Surat
328,Hyundai Creta,Hyundai,2018,220015,Diesel,Manual,15727,707000.0,8,Surat
329,Volkswagen TAIGUN,Volkswagen,2024,7292,Petrol,Manual,22602,1320000.0,2,Surat
330,Maruti Ciaz,Maruti,2015,149923,Diesel,Manual,13618,409999.99999999994,11,Surat
331,Maruti Ertiga,Maruti,2016,76761,Diesel,Manual,16432,624000.0,10,Surat
332,KIA CARENS,KIA,2022,84892,Diesel,Auto,22533,1316000.0,4,Surat
333,Hyundai Creta,Hyundai,2016,81756,Diesel,Auto,16985,645000.0,10,Surat
334,Honda Amaze,Honda,2024,10733,Petrol,Auto,12886,730000.0,2,Surat
335,Ford Ecosport,Ford,2018,103745,Petrol,Auto,11701,526000.0,8,Surat
336,Jeep Compass,Jeep,2018,57000,Diesel,Manual,15151,775000.0,8,Surat
337,Volkswagen TAIGUN,Volkswagen,2022,24764,Petrol,Auto,17122,1000000.0,4,Surat
338,Skoda Octavia,Skoda,2014,179443,Diesel,Auto,23066,490000.00000000006,12,Surat
339,Maruti New Wagon-R,Maruti,2020,117543,Petrol,Manual,8675,390000.0,6,Surat
340,Hyundai NEW SANTRO,Hyundai,2021,24855,Petrol,Auto,7944,450000.0,5,Surat
341,Maruti Ertiga,Maruti,2018,97809,Diesel,Manual,13685,700000.0,8,Surat
342,Skoda Laura,Skoda,2013,124750,Diesel,Auto,31097,350000.0,13,Surat
343,Maruti Ertiga,Maruti,2023,59678,Petrol,Manual,16232,948000.0,3,Surat
344,Skoda Octavia,Skoda,2014,152855,Diesel,Auto,18876,401000.0,12,Surat
345,Volkswagen Passat,Volkswagen,2011,156189,Diesel,Auto,18876,447000.0,15,Surat
346,Honda WR-V,Honda,2020,87672,Petrol,Manual,10768,610000.0,6,Surat
347,Skoda Laura,Skoda,2013,129165,Diesel,Auto,36783,413999.99999999994,13,Surat
348,Hyundai Creta,Hyundai,2017,88650,Diesel,Auto,16728,752000.0,9,Surat
349,Skoda Laura,Skoda,2011,92361,Diesel,Auto,16728,316000.0,15,Surat
350,Volvo S60,Volvo,2014,114445,Diesel,Auto,42227,906000.0,12,Surat
351,KIA SONET,KIA,2020,102374,Diesel,Manual,16884,759000.0,6,Surat
352,KIA SELTOS,KIA,2020,80805,Diesel,Auto,16506,964000.0,6,Surat
