,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
213,Tata Tiago,Tata,2023,137891,Petrol,Manual,10833,487000.0,3,Vadodara
214,Ford Ecosport,Ford,2019,24250,Petrol,Auto,10786,611000.0,7,Vadodara
215,MG HECTOR,MG,2019,76365,Petrol,Auto,13240,750000.0,7,Vadodara
216,Hyundai Grand i10,Hyundai,2018,21542,Petrol,Manual,7926,449000.0,8,Vadodara
217,Hyundai Elite i20,Hyundai,2017,49507,Petrol,Manual,8309,425000.0,9,Vadodara
218,Ford New Figo,Ford,2021,42149,Petrol,Auto,8738,495000.0,5,Vadodara
219,Maruti Ciaz,Maruti,2019,75301,Petrol,Manual,10592,600000.0,7,Vadodara
220,Maruti New Wagon-R,Maruti,2022,43256,Petrol,Manual,7132,404000.0,4,Vadodara
221,Hyundai GRAND I10 NIOS,Hyundai,2024,51147,Petrol,Manual,10962,621000.0,2,Vadodara
222,Hyundai Grand i10,Hyundai,2017,91274,Petrol,Manual,7273,372000.0,9,Vadodara
223,Tata Tiago,Tata,2023,23333,Petrol,Manual,7944,450000.0,3,Vadodara
224,Hyundai Xcent,Hyundai,2016,93878,Petrol,Manual,7674,345000.0,10,Vadodara
225,Maruti Ciaz,Maruti,2015,84359,Petrol,Manual,11113,422000.0,11,Vadodara
226,Hyundai New Elantra,Hyundai,2015,154361,Diesel,Auto,14315,430999.99999999994,11,Vadodara
227,Renault Duster,Renault,2017,150539,Diesel,Manual,9120,409999.99999999994,9,Vadodara
228,Hyundai Elite i20,Hyundai,2017,76681,Petrol,Manual,8152,417000.0,9,Vadodara
229,Honda Amaze,Honda,2023,26339,Petrol,Manual,12639,716000.0,3,Vadodara
230,Hyundai Elite i20,Hyundai,2016,51938,Petrol,Manual,8942,401999.99999999994,10,Vadodara
231,MG HECTOR,MG,2021,41861,Petrol,Auto,17979,1050000.0,5,Vadodara
232,Ford Ecosport,Ford,2016,58702,Diesel,Manual,13114,498000.00000000006,10,Vadodara
233,Hyundai Creta,Hyundai,2024,6013,Petrol,Manual,22259,1300000.0,2,Vadodara
234,Mahindra XUV300,Mahindra,2023,12477,Petrol,Manual,13151,745000.0,3,Vadodara
235,Maruti S Cross,Maruti,2018,103665,Diesel,Manual,12568,565000.0,8,Vadodara
236,Honda Amaze,Honda,2019,121095,Diesel,Auto,11523,518000.0,7,Vadodara
237,Hyundai NEW SANTRO,Hyundai,2018,26507,Petrol,Manual,5631,319000.0,8,Vadodara
238,Hyundai New Elantra,Hyundai,2014,103549,Petrol,Auto,13120,395000.0,12,Vadodara
239,Maruti Ciaz,Maruti,2023,20524,Petrol,Manual,13928,789000.0,3,Vadodara
240,Tata Tiago,Tata,2021,53620,Petrol,Manual,7750,438999.99999999994,5,Vadodara
241,Hyundai Verna,Hyundai,2025,6000,Petrol,Auto,23937,1398000.0,1,Vadodara
242,Maruti BREZZA,Maruti,2023,14652,Petrol,Manual,18321,1070000.0,3,Vadodara
243,Maruti Eeco,Maruti,2024,22423,Petrol,Manual,10680,605000.0,2,Vadodara
244,Maruti Baleno,Maruti,2024,7194,Petrol,Auto,12992,736000.0,2,Vadodara
245,Hyundai VENUE,Hyundai,2021,161877,Diesel,Manual,17684,795000.0,5,Vadodara
246,Mahindra XUV 3XO,Mahindra,2025,2644,Diesel,Manual,20804,1215000.0,1,Vadodara
247,Mahindra Bolero,Mahindra,2013,142928,Diesel,Manual,28520,321000.0,13,Vadodara
248,Jeep Compass,Jeep,2019,110418,Diesel,Manual,18481,850000.0,7,Vadodara
249,MG HECTOR,MG,2021,78500,Petrol,Manual,16609,969999.9999999999,5,Vadodara
250,Maruti Eeco,Maruti,2019,118908,Petrol,Manual,7719,347000.0,7,Vadodara
251,MG HECTOR,MG,2024,15196,Diesel,Manual,32652,1907000.0,2,Vadodara
252,Tata Hexa,Tata,2017,151034,Diesel,Auto,12234,550000.0,9,Vadodara
253,Skoda Superb,Skoda,2012,65164,Petrol,Auto,37850,426000.0,14,Vadodara
254,Datsun Go Plus,Datsun,2021,13627,Petrol,Manual,7061,400000.0,5,Vadodara
255,Tata Hexa,Tata,2017,215222,Diesel,Manual,11701,526000.0,9,Vadodara
256,MG HECTOR,MG,2020,100330,Petrol,Manual,21090,969999.9999999999,6,Vadodara
257,Mahindra Xylo,Mahindra,2018,138200,Diesel,Manual,7229,325000.0,8,Vadodara
258,Maruti FRONX,Maruti,2024,4628,Petrol,Manual,15051,878999.9999999999,2,Vadodara
259,Mahindra XUV300,Mahindra,2021,58155,Petrol,Manual,12180,690000.0,5,Vadodara
260,Maruti Vitara Brezza,Maruti,2020,74230,Petrol,Manual,10239,580000.0,6,Vadodara
261,Mahindra MARAZZO,Mahindra,2020,116063,Diesel,Manual,17394,800000.0,6,Vadodara
262,Hyundai New Elantra,Hyundai,2018,144555,Diesel,Auto,18742,861999.9999999999,8,Vadodara
263,Maruti Eeco,Maruti,2022,123928,Petrol,Manual,10766,484000.0,4,Vadodara
264,Tata Curvv,Tata,2025,2573,Diesel,Auto,31677,1850000.0,1,Vadodara
265,Hyundai Santa Fe,Hyundai,2014,133874,Diesel,Auto,29609,629000.0,12,Vadodara
266,Tata NEXON EV,Tata,2023,53734,Electric,Auto,21814,1274000.0,3,Vadodara
267,Maruti Wagon R 1.0,Maruti,2012,217383,Petrol,Manual,12083,136000.0,14,Vadodara
268,Skoda Kylaq,Skoda,2025,1150,Petrol,Auto,17979,1050000.0,1,Vadodara
269,Hyundai Eon,Hyundai,2013,80151,Petrol,Manual,4707,100000.0,13,Vadodara
270,Hyundai Grand i10,Hyundai,2018,27862,Petrol,Auto,7344,416000.0,8,Vadodara
271,Maruti Ertiga,Maruti,2022,72105,Petrol,Manual,15342,896000.0000000001,4,Vadodara
272,Hyundai Elite i20,Hyundai,2020,35037,Petrol,Manual,9321,528000.0,6,Vadodara
273,Tata Tiago,Tata,2017,34833,Petrol,Manual,5767,295000.0,9,Vadodara
274,Maruti Alto,Maruti,2019,81998,Petrol,Manual,4448,252000.0,7,Vadodara
275,Maruti Wagon R 1.0,Maruti,2014,42164,Petrol,Manual,7274,219000.0,12,Vadodara
276,Maruti Baleno,Maruti,2021,102085,Petrol,Manual,10789,484999.99999999994,5,Vadodara
277,Tata TIGOR,Tata,2024,4335,CNG,Manual,11028,625000.0,2,Vadodara
278,Maruti Swift,Maruti,2021,51841,Petrol,Manual,9003,509999.99999999994,5,Vadodara
279,Maruti Alto,Maruti,2021,49854,CNG,Manual,5261,298000.0,5,Vadodara
280,Tata NEXON,Tata,2019,31891,Petrol,Auto,10062,570000.0,7,Vadodara
281,Hyundai Grand i10,Hyundai,2015,51122,Petrol,Manual,9152,348000.0,11,Vadodara
282,Hyundai GRAND I10 NIOS,Hyundai,2022,25069,Petrol,Manual,8046,455999.99999999994,4,Vadodara
