,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
399,Skoda Rapid,Skoda,2019,149813,Diesel,Auto,15037,676000.0,7,Jaipur
400,Honda City,Honda,2015,36860,Petrol,Auto,11956,454000.0,11,Jaipur
401,KIA SONET,KIA,2020,54355,Petrol,Manual,11474,650000.0,6,Jaipur
402,Hyundai GRAND I10 NIOS,Hyundai,2021,67391,Petrol,Auto,8050,455999.99999999994,5,Jaipur
403,Honda City,Honda,2016,154551,Diesel,Manual,11640,442000.0,10,Jaipur
404,Tata Tiago,Tata,2020,50841,Petrol,Manual,7379,418000.0,6,Jaipur
405,Volkswagen Ameo,Volkswagen,2016,97979,Petrol,Manual,7096,319000.0,10,Jaipur
406,Toyota Fortuner,Toyota,2013,214793,Diesel,Auto,72031,815000.0,13,Jaipur
407,Tata ALTROZ,Tata,2024,25169,Petrol,Manual,16215,947000.0000000001,2,Jaipur
408,Maruti Ertiga,Maruti,2016,84751,Diesel,Manual,17775,675000.0,10,Jaipur
409,Hyundai Creta,Hyundai,2018,110789,Diesel,Manual,19590,901000.0,8,Jaipur
410,Renault Duster,Renault,2017,101087,Diesel,Manual,9966,448000.00000000006,9,Jaipur
411,Mahindra XUV500,Mahindra,2015,42473,Diesel,Manual,21589,650000.0,11,Jaipur
412,Ford Ecosport,Ford,2015,21347,Petrol,Manual,8690,330000.0,11,Jaipur
413,Ford Endeavour,Ford,2012,112050,Diesel,Manual,8690,567000.0,14,Jaipur
414,Toyota YARIS,Toyota,2020,62121,Petrol,Auto,11510,652000.0,6,Jaipur
415,Renault Kiger,Renault,2023,32851,Petrol,Auto,12357,700000.0,3,Jaipur
416,Ssangyong Rexton,Ssangyong,2015,160226,Diesel,Auto,13850,417000.0,11,Jaipur
417,Hyundai VENUE,Hyundai,2023,31172,Diesel,Manual,19794,1156000.0,3,Jaipur
418,KIA SONET,KIA,2021,964935011,Petrol,Auto,19133,880000.0000000001,5,Jaipur
419,Mahindra XUV300,Mahindra,2020,99016,Diesel,Manual,15838,925000.0,6,Jaipur
420,KIA SONET,KIA,2023,45230,Petrol,Manual,13698,800000.0,3,Jaipur
421,MG HECTOR,MG,2019,101289,Diesel,Manual,20721,952999.9999999999,7,Jaipur
422,Maruti BREZZA,Maruti,2022,84951,Petrol,Manual,15410,900000.0,4,Jaipur
423,Maruti Baleno,Maruti,2015,78643,Petrol,Manual,9691,368000.0,11,Jaipur
424,Maruti S Cross,Maruti,2015,144831,Diesel,Manual,11957,360000.0,11,Jaipur
425,Tata PUNCH EV,Tata,2025,6833,Electric,Auto,19006,1110000.0,1,Jaipur
426,KIA SELTOS,KIA,2019,58987,Diesel,Manual,18287,1068000.0,7,Jaipur
427,Honda Amaze,Honda,2023,16148,Petrol,Auto,13769,780000.0,3,Jaipur
428,Hyundai VENUE,Hyundai,2024,34865,Petrol,Manual,16609,969999.9999999999,2,Jaipur
429,Maruti Eeco,Maruti,2021,65133,Petrol,Manual,8526,483000.0,5,Jaipur
430,Tata Hexa,Tata,2017,87571,Diesel,Manual,15504,697000.0,9,Jaipur
431,Mahindra TUV 300 PLUS,Mahindra,2018,77220,Diesel,Manual,10518,538000.0,8,Jaipur
