,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
120,Maruti Alto,Maruti,2010,15257,Petrol,Manual,3739,152000.0,16,Nagpur
121,Fiat Linea,Fiat,2014,54827,Petrol,Manual,4584,138000.0,12,Nagpur
122,Maruti S PRESSO,Maruti,2020,46656,Petrol,Manual,5719,324000.0,6,Nagpur
123,Honda City,Honda,2014,138307,Petrol,Manual,11459,345000.0,12,Nagpur
124,Honda Civic,Honda,2010,71130,Petrol,Manual,11459,150000.0,16,Nagpur
125,Ford Figo Aspire,Ford,2017,138069,Diesel,Manual,6228,280000.0,9,Nagpur
126,Fiat Linea,Fiat,2014,88190,Petrol,Manual,5015,151000.0,12,Nagpur
127,Maruti Vitara Brezza,Maruti,2017,162268,Diesel,Manual,11790,530000.0,9,Nagpur
128,Chevrolet Beat,Chevrolet,2012,125000,Diesel,Manual,11790,94000.0,14,Nagpur
129,Hyundai i20,Hyundai,2012,104967,Diesel,Manual,11790,210000.0,14,Nagpur
130,Renault TRIBER,Renault,2022,41619,Petrol,Manual,9179,520000.0,4,Nagpur
131,Tata Zest,Tata,2014,162583,Diesel,Manual,14028,298000.0,12,Nagpur
132,Renault Kwid,Renault,2016,75184,Petrol,Manual,5561,250000.0,10,Nagpur
133,Ford Ecosport,Ford,2014,137194,Diesel,Manual,14028,298000.0,12,Nagpur
134,Mahindra XUV500,Mahindra,2011,199416,Diesel,Manual,14028,224000.00000000003,15,Nagpur
135,Maruti Wagon R 1.0,Maruti,2011,58869,Petrol,Manual,14028,160000.0,15,Nagpur
136,Tata Manza,Tata,2010,201650,Diesel,Manual,14028,70000.0,16,Nagpur
137,Maruti Wagon R 1.0,Maruti,2014,97726,Petrol,Manual,8337,250999.99999999997,12,Nagpur
138,Hyundai i20,Hyundai,2013,66671,Petrol,Manual,10827,229999.99999999997,13,Nagpur
139,Hyundai NEW SANTRO,Hyundai,2018,70149,Petrol,Auto,5561,315000.0,8,Nagpur
140,Hyundai Grand i10,Hyundai,2013,114048,Petrol,Manual,11298,240000.0,13,Nagpur
141,Volkswagen Vento,Volkswagen,2012,25502,Diesel,Manual,11298,163000.0,14,Nagpur
142,Hyundai Elite i20,Hyundai,2015,67297,Diesel,Manual,13186,397000.0,11,Nagpur
143,Maruti Swift,Maruti,2018,94950,Diesel,Manual,10753,550000.0,8,Nagpur
144,Nissan Sunny,Nissan,2011,56165,Petrol,Manual,10753,110000.00000000001,15,Nagpur
145,Maruti Dzire,Maruti,2017,73170,Petrol,Manual,9169,469000.00000000006,9,Nagpur
146,Hyundai i10,Hyundai,2010,54031,Petrol,Manual,9169,140000.0,16,Nagpur
147,Chevrolet Sail,Chevrolet,2014,104088,Petrol,Manual,4318,130000.0,12,Nagpur
148,Fiat Linea,Fiat,2016,65850,Petrol,Manual,6384,287000.0,10,Nagpur
149,Maruti Wagon R 1.0,Maruti,2015,106814,Petrol,Manual,6847,260000.0,11,Nagpur
150,Honda City,Honda,2011,67157,Petrol,Manual,6847,190000.0,15,Nagpur
151,Ford Ecosport,Ford,2014,98880,Diesel,Manual,16005,340000.0,12,Nagpur
152,MG HECTOR PLUS,MG,2021,46416,Petrol,Auto,16266,950000.0,5,Nagpur
153,Tata Harrier,Tata,2022,75622,Diesel,Auto,23287,1360000.0,4,Nagpur
154,Maruti Vitara Brezza,Maruti,2016,101464,Diesel,Manual,17170,652000.0,10,Nagpur
155,Maruti Baleno,Maruti,2018,93845,Petrol,Manual,6973,395000.0,8,Nagpur
156,Honda Brio,Honda,2012,69842,Petrol,Manual,17503,197000.0,14,Nagpur
157,Maruti Ritz,Maruti,2012,88119,Diesel,Manual,17503,159000.0,14,Nagpur
