,car_name,brand,year_of_manufacture,kms_driven,fuel_type,transmission_type,emi,price,car_age_years,city
117,KIA SELTOS,KIA,2023,33383,Diesel,Manual,16369,956000.0,3,ChandigarhTricity
118,Volkswagen Polo,Volkswagen,2011,62000,Petrol,Manual,16369,145000.0,15,ChandigarhTricity
119,Honda City,Honda,2014,128312,Diesel,Manual,10450,222000.00000000003,12,ChandigarhTricity
120,Renault Kwid,Renault,2020,22100,Petrol,Auto,5119,290000.0,6,ChandigarhTricity
121,Maruti Vitara Brezza,Maruti,2018,132359,Diesel,Manual,12056,542000.0,8,ChandigarhTricity
122,Hyundai Xcent,Hyundai,2015,33440,Petrol,Manual,6057,229999.99999999997,11,ChandigarhTricity
123,Honda Amaze,Honda,2013,174505,Petrol,Manual,11015,234000.0,13,ChandigarhTricity
124,Tata Tiago,Tata,2018,160805,Petrol,Manual,6673,300000.0,8,ChandigarhTricity
125,Hyundai Verna,Hyundai,2015,87605,Petrol,Auto,6583,250000.0,11,ChandigarhTricity
126,Maruti Alto 800,Maruti,2013,65814,Petrol,Manual,7155,152000.0,13,ChandigarhTricity
127,Maruti Baleno,Maruti,2016,128629,Petrol,Manual,6896,310000.0,10,ChandigarhTricity
128,Maruti Swift Dzire,Maruti,2019,131044,Petrol,Manual,7341,330000.0,7,ChandigarhTricity
129,Hyundai Verna,Hyundai,2011,111820,Diesel,Manual,7341,113999.99999999999,15,ChandigarhTricity
130,Maruti Wagon R 1.0,Maruti,2016,95775,Petrol,Manual,4449,200000.0,10,ChandigarhTricity
131,Hyundai i20,Hyundai,2012,109007,Diesel,Manual,4449,216000.0,14,ChandigarhTricity
132,Ford Ecosport,Ford,2014,106815,Petrol,Manual,8104,244000.0,12,ChandigarhTricity
133,Maruti IGNIS,Maruti,2017,85005,Petrol,Manual,5865,300000.0,9,ChandigarhTricity
134,Renault Kwid,Renault,2018,61881,Petrol,Manual,3389,192000.0,8,ChandigarhTricity
135,Ford New Figo,Ford,2015,153934,Diesel,Manual,5779,174000.0,11,ChandigarhTricity
136,Honda Amaze,Honda,2014,116670,Diesel,Manual,10639,225999.99999999997,12,ChandigarhTricity
137,Maruti Celerio,Maruti,2015,166314,Petrol,Manual,5267,200000.0,11,ChandigarhTricity
138,Hyundai Verna,Hyundai,2021,128154,Diesel,Manual,18546,852999.9999999999,5,ChandigarhTricity
139,Volkswagen Polo,Volkswagen,2016,76500,Petrol,Manual,6673,300000.0,10,ChandigarhTricity
140,Hyundai Verna,Hyundai,2013,128893,Diesel,Manual,26122,294000.0,13,ChandigarhTricity
141,Mahindra Kuv100,Mahindra,2016,85512,Diesel,Manual,7163,272000.0,10,ChandigarhTricity
142,Maruti Swift Dzire,Maruti,2013,156358,Diesel,Manual,25766,290000.0,13,ChandigarhTricity
143,Hyundai Grand i10,Hyundai,2016,63868,Petrol,Manual,5739,258000.0,10,ChandigarhTricity
144,Ford Ecosport,Ford,2014,110899,Diesel,Manual,10592,225000.0,12,ChandigarhTricity
145,Maruti Baleno,Maruti,2017,122162,Petrol,Manual,8564,385000.0,9,ChandigarhTricity
146,Maruti Swift,Maruti,2011,158918,Diesel,Manual,8564,120000.0,15,ChandigarhTricity
147,Maruti Grand Vitara,Maruti,2024,40592,Petrol,Manual,15256,891000.0,2,ChandigarhTricity
148,Hyundai Verna,Hyundai,2013,157439,Diesel,Manual,23811,268000.0,13,ChandigarhTricity
149,Maruti Baleno,Maruti,2019,42922,Petrol,Manual,8544,484000.0,7,ChandigarhTricity
150,Hyundai VENUE,Hyundai,2023,66731,Petrol,Manual,11474,650000.0,3,ChandigarhTricity
