,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
3755,Tata PUNCH,Tata,2024,"8,643 km",Petrol,Manual,"EMI ₹12,269/m*",₹6.95 lakh
3756,Hyundai Elite i20,Hyundai,2016,"67,827 km",Petrol,Manual,"EMI ₹7,452/m*",₹3.35 lakh
3757,KIA SONET,KIA,2025,"18,449 km",Diesel,Manual,"EMI ₹16,027/m*",₹9.36 lakh
3758,Mahindra XUV500,Mahindra,2018,"81,483 km",Diesel,Auto,"EMI ₹37,286/m*",₹8.00 lakh
3759,Maruti Baleno,Maruti,2019,"70,051 km",Petrol,Auto,"EMI ₹7,626/m*",₹4.32 lakh
3760,Maruti Celerio,Maruti,2018,"79,701 km",Petrol,Manual,"EMI ₹5,278/m*",₹2.99 lakh
3761,Mahindra XUV300,Mahindra,2019,"89,300 km",Diesel,Manual,"EMI ₹14,548/m*",₹4.38 lakh
3762,Jeep Compass,Jeep,2018,"66,848 km",Petrol,Auto,"EMI ₹12,357/m*",₹7.00 lakh
3763,Maruti Vitara Brezza,Maruti,2016,"1,74,176 km",Diesel,Manual,"EMI ₹12,357/m*",₹4.01 lakh
3764,Hyundai Elite i20,Hyundai,2017,"92,498 km",Petrol,Manual,"EMI ₹7,194/m*",₹3.68 lakh
3765,Maruti Baleno,Maruti,2016,"31,144 km",Petrol,Manual,"EMI ₹7,430/m*",₹3.34 lakh
3766,Mahindra XUV500,Mahindra,2016,"1,01,197 km",Diesel,Manual,"EMI ₹7,430/m*",₹4.70 lakh
3767,Maruti Swift,Maruti,2021,"55,047 km",Petrol,Manual,"EMI ₹8,438/m*",₹4.78 lakh
3768,Maruti New Wagon-R,Maruti,2023,"43,449 km",Petrol,Manual,"EMI ₹7,750/m*",₹4.39 lakh
3769,Hyundai Creta,Hyundai,2019,"66,898 km",Petrol,Manual,"EMI ₹10,592/m*",₹6.00 lakh
3770,Maruti Baleno,Maruti,2020,"55,603 km",Petrol,Manual,"EMI ₹8,491/m*",₹4.81 lakh
3771,Tata NEXON,Tata,2023,"22,594 km",Petrol,Manual,"EMI ₹18,955/m*",₹11.07 lakh
3772,Honda WR-V,Honda,2018,"91,040 km",Diesel,Manual,"EMI ₹19,724/m*",₹4.19 lakh
3773,Maruti Ciaz,Maruti,2017,"1,13,769 km",Diesel,Manual,"EMI ₹30,742/m*",₹3.46 lakh
3774,Hyundai GRAND I10 NIOS,Hyundai,2021,"77,450 km",Petrol,Manual,"EMI ₹7,591/m*",₹4.30 lakh
3775,Maruti S Cross,Maruti,2018,"1,12,318 km",Diesel,Manual,"EMI ₹21,183/m*",₹4.50 lakh
3776,Maruti Alto K10,Maruti,2018,"1,01,135 km",Petrol,Manual,"EMI ₹4,694/m*",₹2.11 lakh
3777,Honda Amaze,Honda,2019,"74,084 km",Petrol,Manual,"EMI ₹8,667/m*",₹4.91 lakh
3778,Honda City,Honda,2015,"85,283 km",Petrol,Manual,"EMI ₹9,349/m*",₹3.55 lakh
3779,Chevrolet Beat,Chevrolet,2012,"3,23,303 km",Petrol,Manual,"EMI ₹31,097/m*",₹3.50 lakh
