,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
45,KIA SELTOS,KIA,2021,"70,395 km",Petrol,Manual,"EMI ₹17,670/m*",₹10.32 lakh
46,Tata TIAGO NRG,Tata,2022,"27,604 km",Petrol,Auto,"EMI ₹7,970/m*",₹4.51 lakh
47,Hyundai Creta,Hyundai,2022,"73,081 km",Diesel,Manual,"EMI ₹17,858/m*",₹10.43 lakh
48,Hyundai Grand i10,Hyundai,2017,"83,797 km",Diesel,Manual,"EMI ₹5,850/m*",₹2.63 lakh
49,Maruti Baleno,Maruti,2018,"49,808 km",Petrol,Manual,"EMI ₹7,767/m*",₹4.40 lakh
50,Hyundai EXTER,Hyundai,2023,"21,275 km",Petrol,Auto,"EMI ₹11,400/m*",₹6.46 lakh
51,Maruti S Cross,Maruti,2022,"47,877 km",Petrol,Manual,"EMI ₹10,768/m*",₹6.10 lakh
52,Maruti S PRESSO,Maruti,2021,"64,045 km",Petrol,Manual,"EMI ₹5,561/m*",₹3.15 lakh
53,Tata Tiago,Tata,2024,"26,153 km",Petrol,Manual,"EMI ₹8,478/m*",₹4.80 lakh
54,Tata NEXON,Tata,2019,"21,376 km",Petrol,Manual,"EMI ₹7,843/m*",₹4.44 lakh
55,Maruti Alto K10,Maruti,2013,"1,07,475 km",Petrol,Manual,"EMI ₹6,355/m*",₹1.35 lakh
56,Hyundai GRAND I10 NIOS,Hyundai,2023,"67,739 km",CNG,Manual,"EMI ₹9,886/m*",₹5.60 lakh
57,Nissan MAGNITE,Nissan,2022,"18,531 km",Petrol,Auto,"EMI ₹10,833/m*",₹6.14 lakh
58,Tata NEXON,Tata,2023,"12,845 km",Diesel,Manual,"EMI ₹17,465/m*",₹10.20 lakh
59,Tata NEXON,Tata,2021,"87,615 km",Petrol,Manual,"EMI ₹12,004/m*",₹6.80 lakh
60,Ford Ecosport,Ford,2019,"61,635 km",Petrol,Manual,"EMI ₹7,804/m*",₹4.42 lakh
61,Datsun Redi Go,Datsun,2020,"41,254 km",Petrol,Manual,"EMI ₹5,566/m*",₹3.15 lakh
62,Maruti Vitara Brezza,Maruti,2016,"1,40,000 km",Diesel,Manual,"EMI ₹12,245/m*",₹4.65 lakh
63,Maruti Wagon R 1.0,Maruti,2015,"66,296 km",Petrol,Manual,"EMI ₹6,926/m*",₹2.63 lakh
64,Honda BR-V,Honda,2016,"60,100 km",Diesel,Manual,"EMI ₹10,823/m*",₹4.11 lakh
65,Honda Jazz,Honda,2012,"59,123 km",Petrol,Manual,"EMI ₹13,860/m*",₹1.56 lakh
66,Maruti IGNIS,Maruti,2023,"26,492 km",Petrol,Manual,"EMI ₹8,826/m*",₹5.00 lakh
67,Mahindra BOLERO NEO,Mahindra,2022,"1,40,279 km",Diesel,Manual,"EMI ₹21,155/m*",₹9.73 lakh
68,Hyundai Creta,Hyundai,2020,"7,157 km",Diesel,Manual,"EMI ₹24,810/m*",₹14.49 lakh
69,Maruti Alto K10,Maruti,2017,"49,511 km",Petrol,Manual,"EMI ₹4,497/m*",₹2.30 lakh
70,Maruti Vitara Brezza,Maruti,2016,"85,841 km",Diesel,Manual,"EMI ₹16,538/m*",₹6.28 lakh
71,Maruti Wagon R 1.0,Maruti,2018,"50,840 km",Petrol,Manual,"EMI ₹4,749/m*",₹2.69 lakh
72,Hyundai i10,Hyundai,2012,"79,571 km",Petrol,Manual,"EMI ₹9,063/m*",₹1.02 lakh
73,Honda City,Honda,2013,"75,426 km",Petrol,Manual,"EMI ₹10,745/m*",₹2.28 lakh
74,Maruti Alto K10,Maruti,2012,"50,667 km",Petrol,Manual,"EMI ₹11,906/m*",₹1.34 lakh
75,Datsun Go Plus,Datsun,2015,"51,775 km",Petrol,Manual,"EMI ₹4,503/m*",₹1.71 lakh
76,Honda City,Honda,2014,"67,230 km",Petrol,Manual,"EMI ₹9,333/m*",₹2.81 lakh
77,Ford New Figo,Ford,2017,"1,05,351 km",Petrol,Manual,"EMI ₹4,849/m*",₹2.18 lakh
78,Maruti FRONX,Maruti,2025,"5,860 km",Petrol,Manual,"EMI ₹12,233/m*",₹6.93 lakh
79,Maruti Wagon R 1.0,Maruti,2013,"1,40,827 km",Petrol,Manual,"EMI ₹8,426/m*",₹1.79 lakh
80,Maruti IGNIS,Maruti,2022,"68,291 km",Petrol,Manual,"EMI ₹9,444/m*",₹5.35 lakh
81,Maruti Swift Dzire,Maruti,2013,"71,420 km",Diesel,Manual,"EMI ₹16,437/m*",₹1.85 lakh
82,Maruti New Wagon-R,Maruti,2021,"44,699 km",Petrol,Manual,"EMI ₹9,021/m*",₹5.11 lakh
83,Hyundai i10,Hyundai,2012,"49,073 km",Petrol,Manual,"EMI ₹12,883/m*",₹1.45 lakh
84,Maruti Celerio,Maruti,2014,"61,100 km",Petrol,Manual,"EMI ₹8,901/m*",₹2.68 lakh
85,Tata NEXON,Tata,2021,"66,274 km",Petrol,Auto,"EMI ₹13,240/m*",₹7.50 lakh
86,Hyundai Eon,Hyundai,2015,"71,319 km",Petrol,Manual,"EMI ₹4,424/m*",₹1.68 lakh
87,Ford Figo,Ford,2011,"81,934 km",Petrol,Manual,"EMI ₹4,424/m*",₹0.75 lakh
88,Maruti Alto 800,Maruti,2013,"24,413 km",Petrol,Manual,"EMI ₹7,908/m*",₹1.68 lakh
89,Maruti IGNIS,Maruti,2018,"26,896 km",Petrol,Manual,"EMI ₹6,090/m*",₹3.45 lakh
90,Ford Ecosport,Ford,2015,3 km,Diesel,Manual,"EMI ₹10,894/m*",₹3.28 lakh
91,Hyundai i20 Active,Hyundai,2018,"70,581 km",Diesel,Manual,"EMI ₹5,865/m*",₹3.00 lakh
92,Hyundai i20,Hyundai,2012,"17,199 km",Petrol,Manual,"EMI ₹17,770/m*",₹2.00 lakh
93,Hyundai i20 Active,Hyundai,2017,"52,457 km",Petrol,Manual,"EMI ₹9,443/m*",₹4.83 lakh
94,Maruti Ciaz,Maruti,2023,"19,627 km",Petrol,Manual,"EMI ₹15,376/m*",₹8.98 lakh
95,Maruti Swift,Maruti,2013,"65,873 km",Petrol,Manual,"EMI ₹11,533/m*",₹2.45 lakh
96,Tata TIGOR,Tata,2019,"57,732 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
97,Tata NEXON,Tata,2022,"35,848 km",Petrol,Manual,"EMI ₹16,592/m*",₹9.69 lakh
98,Hyundai Verna,Hyundai,2018,"68,217 km",Petrol,Manual,"EMI ₹11,704/m*",₹6.63 lakh
