,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
229,Toyota Innova,Toyota,2014,"73,319 km",Diesel,Manual,"EMI ₹21,508/m*",₹4.57 lakh
230,Hyundai Grand i10,Hyundai,2019,"48,753 km",Petrol,Manual,"EMI ₹6,967/m*",₹3.95 lakh
231,Honda WR-V,Honda,2019,"25,183 km",Petrol,Manual,"EMI ₹9,610/m*",₹5.44 lakh
232,Hyundai Elite i20,Hyundai,2017,"1,31,406 km",Petrol,Manual,"EMI ₹9,036/m*",₹4.06 lakh
233,Ford Ecosport,Ford,2018,"60,421 km",CNG,Auto,"EMI ₹11,044/m*",₹4.96 lakh
234,MG HECTOR,MG,2021,"61,094 km",Petrol,Auto,"EMI ₹16,186/m*",₹9.45 lakh
235,Renault Kwid,Renault,2017,"43,063 km",Petrol,Auto,"EMI ₹4,225/m*",₹2.16 lakh
236,Ford Ecosport,Ford,2018,"1,04,012 km",Diesel,Manual,"EMI ₹11,902/m*",₹5.35 lakh
237,KIA SONET,KIA,2023,"39,843 km",Petrol,Auto,"EMI ₹15,538/m*",₹9.07 lakh
238,Tata NEXON,Tata,2022,"71,970 km",Diesel,Auto,"EMI ₹13,859/m*",₹8.09 lakh
239,Honda Brio,Honda,2015,"56,503 km",Petrol,Manual,"EMI ₹6,284/m*",₹2.39 lakh
240,Hyundai GRAND I10 NIOS,Hyundai,2020,"44,636 km",Petrol,Manual,"EMI ₹8,179/m*",₹4.63 lakh
241,MG ASTOR,MG,2022,"34,052 km",Petrol,Manual,"EMI ₹13,447/m*",₹7.62 lakh
242,Tata ALTROZ,Tata,2021,"29,120 km",Petrol,Manual,"EMI ₹10,324/m*",₹5.85 lakh
243,Hyundai Grand i10,Hyundai,2015,"43,941 km",Petrol,Manual,"EMI ₹8,820/m*",₹3.35 lakh
244,Maruti Wagon R 1.0,Maruti,2015,"57,629 km",Petrol,Manual,"EMI ₹6,488/m*",₹2.46 lakh
245,Hyundai Grand i10,Hyundai,2017,"33,435 km",Petrol,Auto,"EMI ₹7,485/m*",₹3.83 lakh
246,Hyundai NEW SANTRO,Hyundai,2020,"98,893 km",Petrol,Manual,"EMI ₹5,874/m*",₹3.33 lakh
247,Hyundai Grand i10,Hyundai,2018,"85,644 km",CNG,Manual,"EMI ₹8,201/m*",₹3.69 lakh
248,Maruti Baleno,Maruti,2019,"75,860 km",Petrol,Auto,"EMI ₹8,078/m*",₹4.58 lakh
249,Hyundai NEW I20,Hyundai,2021,"45,112 km",Petrol,Auto,"EMI ₹10,732/m*",₹6.08 lakh
250,Toyota Urban Cruiser Taisor,Toyota,2025,"34,162 km",Petrol,Manual,"EMI ₹13,130/m*",₹7.44 lakh
251,Hyundai Grand i10,Hyundai,2014,"47,125 km",Petrol,Manual,"EMI ₹10,968/m*",₹3.30 lakh
252,Maruti Ciaz,Maruti,2018,"1,01,049 km",Petrol,Manual,"EMI ₹10,516/m*",₹4.73 lakh
253,KIA CARENS,KIA,2022,"92,716 km",Diesel,Manual,"EMI ₹20,578/m*",₹12.02 lakh
254,Hyundai Elite i20,Hyundai,2015,"49,278 km",Petrol,Manual,"EMI ₹10,161/m*",₹3.86 lakh
255,Maruti IGNIS,Maruti,2018,"85,388 km",Petrol,Auto,"EMI ₹6,502/m*",₹3.68 lakh
256,Renault Kwid,Renault,2017,"37,810 km",Petrol,Manual,"EMI ₹4,657/m*",₹2.38 lakh
257,Honda WR-V,Honda,2019,"45,867 km",Petrol,Manual,"EMI ₹9,511/m*",₹5.39 lakh
258,Honda Brio,Honda,2012,"1,27,532 km",Petrol,Manual,"EMI ₹12,660/m*",₹1.42 lakh
259,Hyundai Elite i20,Hyundai,2016,"35,962 km",Petrol,Manual,"EMI ₹9,621/m*",₹4.33 lakh
260,Honda Amaze,Honda,2018,"80,731 km",Petrol,Manual,"EMI ₹6,594/m*",₹3.74 lakh
261,Maruti Alto,Maruti,2020,"40,712 km",Petrol,Manual,"EMI ₹4,299/m*",₹2.44 lakh
262,Renault Kwid,Renault,2016,"47,457 km",Petrol,Manual,"EMI ₹4,259/m*",₹1.91 lakh
263,Ford Ecosport,Ford,2019,"1,26,514 km",Diesel,Manual,"EMI ₹12,144/m*",₹5.46 lakh
264,Hyundai NEW I20,Hyundai,2021,"50,382 km",Petrol,Auto,"EMI ₹11,821/m*",₹6.70 lakh
265,Tata Tiago,Tata,2017,"58,548 km",Petrol,Manual,"EMI ₹6,332/m*",₹3.24 lakh
266,Honda Jazz,Honda,2017,"37,272 km",Petrol,Manual,"EMI ₹7,460/m*",₹3.82 lakh
267,Maruti Dzire,Maruti,2019,"35,132 km",Petrol,Manual,"EMI ₹8,921/m*",₹5.05 lakh
268,Hyundai Elite i20,Hyundai,2018,"29,976 km",Petrol,Manual,"EMI ₹8,939/m*",₹5.06 lakh
269,Honda Brio,Honda,2013,"67,589 km",Petrol,Manual,"EMI ₹9,273/m*",₹1.97 lakh
270,Datsun Redi Go,Datsun,2017,"61,912 km",Petrol,Manual,"EMI ₹2,405/m*",₹1.23 lakh
271,Maruti Swift Dzire,Maruti,2013,"1,12,052 km",Diesel,Manual,"EMI ₹22,745/m*",₹2.56 lakh
272,Renault Duster,Renault,2015,"1,76,165 km",Diesel,Manual,"EMI ₹9,058/m*",₹2.73 lakh
273,Maruti Wagon R 1.0,Maruti,2015,"49,629 km",Petrol,Manual,"EMI ₹6,478/m*",₹2.46 lakh
274,Hyundai i20,Hyundai,2012,"1,24,101 km",Diesel,Manual,"EMI ₹6,478/m*",₹1.13 lakh
275,Maruti Alto K10,Maruti,2016,"40,872 km",Petrol,Manual,"EMI ₹4,360/m*",₹1.96 lakh
276,Ford New Figo,Ford,2017,"1,78,682 km",Diesel,Manual,"EMI ₹5,494/m*",₹2.47 lakh
277,Nissan MAGNITE,Nissan,2022,"43,319 km",Petrol,Auto,"EMI ₹8,650/m*",₹4.90 lakh
278,Tata Nano,Tata,2012,"18,000 km",Petrol,Manual,"EMI ₹2,932/m*",₹0.33 lakh
279,Maruti Ciaz,Maruti,2017,"58,986 km",Diesel,Manual,"EMI ₹6,495/m*",₹2.92 lakh
280,Maruti Alto,Maruti,2019,"68,964 km",Petrol,Manual,"EMI ₹3,972/m*",₹2.25 lakh
281,Mahindra XUV500,Mahindra,2018,"2,53,637 km",Diesel,Auto,"EMI ₹14,592/m*",₹6.56 lakh
282,Hyundai Verna,Hyundai,2018,"99,041 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
283,Maruti Alto K10,Maruti,2023,"40,221 km",Petrol,Manual,"EMI ₹6,055/m*",₹3.43 lakh
284,Maruti Baleno,Maruti,2018,"1,08,000 km",Petrol,Manual,"EMI ₹8,853/m*",₹3.98 lakh
285,Hyundai Elite i20,Hyundai,2017,"60,370 km",Petrol,Manual,"EMI ₹6,843/m*",₹3.50 lakh
286,Hyundai Elite i20,Hyundai,2017,"1,45,732 km",Petrol,Manual,"EMI ₹7,786/m*",₹3.50 lakh
287,Maruti New Wagon-R,Maruti,2021,"65,182 km",Petrol,Manual,"EMI ₹6,196/m*",₹3.51 lakh
288,Maruti Eeco,Maruti,2012,"45,196 km",Petrol,Manual,"EMI ₹17,414/m*",₹1.96 lakh
289,Tata Nano,Tata,2012,"34,840 km",Petrol,Manual,"EMI ₹2,488/m*",₹0.28 lakh
290,Maruti Ciaz,Maruti,2016,"80,096 km",Diesel,Manual,"EMI ₹6,847/m*",₹2.60 lakh
291,Hyundai i10,Hyundai,2011,"79,456 km",Petrol,Manual,"EMI ₹6,847/m*",₹1.09 lakh
292,Toyota Etios,Toyota,2014,"2,91,170 km",Petrol,Manual,"EMI ₹5,646/m*",₹1.70 lakh
293,Maruti Ciaz,Maruti,2016,"1,40,353 km",Diesel,Manual,"EMI ₹10,218/m*",₹3.88 lakh
294,Mahindra XUV700,Mahindra,2023,"46,271 km",Diesel,Manual,"EMI ₹20,016/m*",₹11.69 lakh
295,Hyundai GRAND I10 NIOS,Hyundai,2023,"71,378 km",Petrol,Manual,"EMI ₹6,284/m*",₹3.56 lakh
296,Volkswagen Ameo,Volkswagen,2019,"77,865 km",Petrol,Manual,"EMI ₹6,885/m*",₹3.90 lakh
297,Renault TRIBER,Renault,2021,"54,108 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
298,Mahindra Thar,Mahindra,2021,"71,230 km",Petrol,Auto,"EMI ₹13,240/m*",₹7.50 lakh
299,Maruti S Cross,Maruti,2016,"1,45,426 km",Diesel,Manual,"EMI ₹10,007/m*",₹3.80 lakh
300,Hyundai VENUE,Hyundai,2023,"66,550 km",Petrol,Manual,"EMI ₹11,969/m*",₹6.78 lakh
301,Hyundai NEW I20,Hyundai,2020,"12,237 km",Petrol,Manual,"EMI ₹9,709/m*",₹5.50 lakh
302,Tata Tiago,Tata,2017,"68,378 km",Diesel,Manual,"EMI ₹4,894/m*",₹2.20 lakh
303,Mahindra TUV300,Mahindra,2015,"1,39,729 km",Diesel,Manual,"EMI ₹5,979/m*",₹1.80 lakh
304,Renault Kwid,Renault,2016,"89,841 km",Petrol,Manual,"EMI ₹2,202/m*",₹0.99 lakh
305,Hyundai Elite i20,Hyundai,2015,"71,956 km",Petrol,Manual,"EMI ₹7,900/m*",₹3.00 lakh
306,Renault Kwid,Renault,2015,"86,259 km",Petrol,Manual,"EMI ₹2,791/m*",₹1.06 lakh
307,Maruti Wagon R 1.0,Maruti,2015,"2,32,484 km",Petrol,Manual,"EMI ₹5,714/m*",₹2.17 lakh
308,Hyundai i10,Hyundai,2014,"72,600 km",Petrol,Manual,"EMI ₹6,278/m*",₹1.89 lakh
309,Tata Zest,Tata,2016,"71,270 km",Petrol,Manual,"EMI ₹5,116/m*",₹2.30 lakh
310,Hyundai Verna,Hyundai,2013,"70,013 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
311,MG ASTOR,MG,2022,"95,151 km",Petrol,Manual,"EMI ₹11,033/m*",₹6.25 lakh
312,Maruti Alto 800,Maruti,2014,"57,141 km",Petrol,Manual,"EMI ₹6,211/m*",₹1.87 lakh
313,Renault TRIBER,Renault,2020,"27,337 km",Petrol,Manual,"EMI ₹5,956/m*",₹3.37 lakh
314,Tata ALTROZ,Tata,2021,"61,500 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
315,Nissan Micra,Nissan,2017,"50,390 km",Petrol,Auto,"EMI ₹4,497/m*",₹2.30 lakh
316,Mahindra KUV 100 NXT,Mahindra,2018,"1,37,203 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
317,Mahindra KUV 100 NXT,Mahindra,2017,"1,32,577 km",Diesel,Manual,"EMI ₹4,827/m*",₹2.17 lakh
318,Maruti Alto 800,Maruti,2014,"77,784 km",Petrol,Manual,"EMI ₹4,251/m*",₹1.28 lakh
319,Tata NEXON,Tata,2024,"36,185 km",Petrol,Manual,"EMI ₹12,992/m*",₹7.36 lakh
320,Mitsubishi Pajero Sport,Mitsubishi,2014,"88,479 km",Diesel,Auto,"EMI ₹26,832/m*",₹5.70 lakh
321,Honda Amaze,Honda,2014,"98,547 km",Petrol,Manual,"EMI ₹7,706/m*",₹2.32 lakh
322,Renault Kwid,Renault,2016,"85,225 km",Petrol,Manual,"EMI ₹2,847/m*",₹1.28 lakh
323,Maruti Wagon R 1.0,Maruti,2018,"1,63,711 km",Petrol,Manual,"EMI ₹6,362/m*",₹2.86 lakh
324,Mahindra XUV500,Mahindra,2015,"1,35,266 km",Diesel,Manual,"EMI ₹5,979/m*",₹1.80 lakh
325,Hyundai NEW SANTRO,Hyundai,2020,"46,149 km",Petrol,Manual,"EMI ₹5,472/m*",₹3.10 lakh
326,Renault Kwid,Renault,2018,"78,446 km",Petrol,Manual,"EMI ₹4,184/m*",₹2.37 lakh
327,Hyundai Eon,Hyundai,2016,"82,284 km",Petrol,Manual,"EMI ₹2,892/m*",₹1.30 lakh
328,Maruti Alto K10,Maruti,2014,"1,49,185 km",Petrol,Manual,"EMI ₹4,883/m*",₹1.47 lakh
329,Ford Figo,Ford,2012,"92,990 km",Diesel,Manual,"EMI ₹4,883/m*",₹0.95 lakh
330,Hyundai Eon,Hyundai,2012,"73,104 km",Petrol,Manual,"EMI ₹10,662/m*",₹1.20 lakh
331,Renault Kwid,Renault,2018,"63,709 km",Petrol,Manual,"EMI ₹3,389/m*",₹1.92 lakh
332,Maruti Eeco,Maruti,2018,"1,49,269 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
333,Maruti Swift,Maruti,2016,"49,908 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.00 lakh
334,Hyundai Grand i10,Hyundai,2014,"83,016 km",Petrol,Manual,"EMI ₹7,075/m*",₹2.13 lakh
335,Hyundai i10,Hyundai,2012,"45,061 km",Petrol,Auto,"EMI ₹14,927/m*",₹1.68 lakh
336,Maruti Vitara Brezza,Maruti,2016,"1,58,628 km",Diesel,Manual,"EMI ₹12,140/m*",₹4.61 lakh
337,Hyundai Grand i10,Hyundai,2014,"1,12,529 km",Diesel,Manual,"EMI ₹9,838/m*",₹2.09 lakh
338,Maruti Alto 800,Maruti,2017,"1,20,093 km",Petrol,Manual,"EMI ₹5,150/m*",₹2.31 lakh
339,Maruti Swift,Maruti,2013,"1,08,410 km",Petrol,Manual,"EMI ₹8,238/m*",₹1.75 lakh
340,Hyundai i10,Hyundai,2013,"68,306 km",Petrol,Manual,"EMI ₹6,590/m*",₹1.40 lakh
341,Hyundai Grand i10,Hyundai,2013,"1,22,151 km",Petrol,Manual,"EMI ₹12,239/m*",₹2.60 lakh
342,MG HECTOR,MG,2019,"1,11,672 km",Diesel,Manual,"EMI ₹16,906/m*",₹7.60 lakh
343,Hyundai Verna,Hyundai,2012,"1,42,340 km",Diesel,Manual,"EMI ₹16,906/m*",₹2.02 lakh
344,Maruti Wagon R 1.0,Maruti,2015,"83,364 km",Petrol,Manual,"EMI ₹6,320/m*",₹2.40 lakh
345,Hyundai Accent,Hyundai,2011,"1,91,328 km",Petrol,Manual,"EMI ₹6,320/m*",₹0.72 lakh
346,Hyundai i10,Hyundai,2012,"85,245 km",Petrol,Manual,"EMI ₹12,883/m*",₹1.45 lakh
347,Hyundai Eon,Hyundai,2015,"66,091 km",Petrol,Manual,"EMI ₹4,345/m*",₹1.65 lakh
348,Maruti Wagon R 1.0,Maruti,2013,"69,532 km",Petrol,Manual,"EMI ₹8,379/m*",₹1.78 lakh
349,Hyundai i10,Hyundai,2015,"49,005 km",Petrol,Manual,"EMI ₹4,845/m*",₹1.84 lakh
350,Hyundai Eon,Hyundai,2015,"1,62,257 km",Petrol,Manual,"EMI ₹4,213/m*",₹1.60 lakh
351,Volkswagen Polo,Volkswagen,2017,"85,763 km",Diesel,Manual,"EMI ₹6,206/m*",₹2.79 lakh
352,Maruti Alto 800,Maruti,2017,"96,989 km",Petrol,Manual,"EMI ₹3,910/m*",₹2.00 lakh
353,Maruti Wagon R 1.0,Maruti,2018,"1,10,729 km",Petrol,Manual,"EMI ₹5,628/m*",₹2.53 lakh
354,Hyundai Grand i10,Hyundai,2013,"1,21,135 km",Diesel,Manual,"EMI ₹17,237/m*",₹1.94 lakh
355,Maruti Alto 800,Maruti,2014,"47,550 km",Petrol,Manual,"EMI ₹3,820/m*",₹1.15 lakh
356,Maruti Alto 800,Maruti,2018,"83,525 km",Petrol,Manual,"EMI ₹3,813/m*",₹2.16 lakh
357,Maruti Dzire,Maruti,2017,"58,445 km",Petrol,Manual,"EMI ₹7,459/m*",₹3.82 lakh
358,Mahindra KUV 100 NXT,Mahindra,2018,"1,45,636 km",Petrol,Manual,"EMI ₹3,915/m*",₹1.76 lakh
359,Honda Brio,Honda,2015,"89,211 km",Petrol,Manual,"EMI ₹5,161/m*",₹1.96 lakh
360,Maruti Wagon R 1.0,Maruti,2017,"1,09,305 km",Petrol,Manual,"EMI ₹5,472/m*",₹2.46 lakh
361,Tata PUNCH,Tata,2022,"2,473 km",Petrol,Auto,"EMI ₹9,621/m*",₹5.45 lakh
362,Maruti Wagon R 1.0,Maruti,2015,"1,12,742 km",Petrol,Manual,"EMI ₹6,267/m*",₹2.38 lakh
363,Maruti S Cross,Maruti,2016,"1,35,459 km",Diesel,Manual,"EMI ₹7,900/m*",₹3.00 lakh
364,Toyota Etios,Toyota,2012,"1,99,125 km",Diesel,Manual,"EMI ₹7,900/m*",₹1.75 lakh
365,Maruti Eeco,Maruti,2018,"13,00,000 km",Petrol,Manual,"EMI ₹5,895/m*",₹2.65 lakh
366,Hyundai i20,Hyundai,2012,"1,09,008 km",Diesel,Manual,"EMI ₹5,895/m*",₹1.02 lakh
367,Maruti Swift,Maruti,2013,"76,114 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
368,Hyundai Eon,Hyundai,2013,"82,007 km",Petrol,Manual,"EMI ₹5,131/m*",₹1.09 lakh
369,Ford Figo Aspire,Ford,2018,"94,048 km",Petrol,Manual,"EMI ₹3,610/m*",₹2.04 lakh
370,Hyundai Eon,Hyundai,2015,"1,12,000 km",Petrol,Manual,"EMI ₹3,713/m*",₹1.41 lakh
371,Hyundai i20,Hyundai,2011,"69,591 km",Petrol,Manual,"EMI ₹3,713/m*",₹1.29 lakh
372,Chevrolet Beat,Chevrolet,2012,"1,02,359 km",Diesel,Manual,"EMI ₹3,713/m*",₹0.56 lakh
373,Maruti Eeco,Maruti,2018,"1,09,120 km",Petrol,Manual,"EMI ₹8,230/m*",₹3.70 lakh
374,Honda Brio,Honda,2012,"1,23,656 km",Petrol,Manual,"EMI ₹11,550/m*",₹1.30 lakh
375,Maruti Vitara Brezza,Maruti,2016,"1,39,341 km",Diesel,Manual,"EMI ₹9,480/m*",₹3.60 lakh
376,Hyundai Verna,Hyundai,2023,"35,940 km",Petrol,Manual,"EMI ₹18,116/m*",₹10.58 lakh
377,Maruti Alto 800,Maruti,2016,"85,257 km",Petrol,Manual,"EMI ₹4,338/m*",₹1.95 lakh
378,Datsun Redi Go,Datsun,2016,"86,413 km",Petrol,Manual,"EMI ₹2,202/m*",₹0.99 lakh
379,Tata Zest,Tata,2015,"39,000 km",Petrol,Manual,"EMI ₹4,977/m*",₹1.89 lakh
380,Maruti Alto 800,Maruti,2016,"18,535 km",Petrol,Manual,"EMI ₹5,005/m*",₹2.25 lakh
381,Hyundai i10,Hyundai,2012,"1,05,127 km",Petrol,Manual,"EMI ₹12,172/m*",₹1.37 lakh
382,Renault TRIBER,Renault,2019,"41,837 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
383,Tata Zest,Tata,2015,"1,80,813 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
384,Maruti Wagon R 1.0,Maruti,2015,"67,802 km",Petrol,Manual,"EMI ₹6,109/m*",₹2.32 lakh
385,Tata Tiago,Tata,2017,"1,73,004 km",Petrol,Manual,"EMI ₹5,250/m*",₹2.36 lakh
386,Maruti Wagon R 1.0,Maruti,2017,"59,244 km",Petrol,Manual,"EMI ₹4,790/m*",₹2.45 lakh
387,Maruti Wagon R 1.0,Maruti,2013,"1,57,692 km",Petrol,Manual,"EMI ₹8,144/m*",₹1.73 lakh
388,Volkswagen Vento,Volkswagen,2015,"89,094 km",Petrol,Manual,"EMI ₹7,294/m*",₹2.77 lakh
389,Hyundai Eon,Hyundai,2015,"67,927 km",Petrol,Manual,"EMI ₹3,502/m*",₹1.33 lakh
390,Maruti Eeco,Maruti,2018,"1,53,600 km",Petrol,Manual,"EMI ₹5,706/m*",₹2.56 lakh
391,Hyundai Verna,Hyundai,2012,"1,80,229 km",Diesel,Manual,"EMI ₹5,706/m*",₹1.65 lakh
392,Hyundai Grand i10,Hyundai,2017,"67,047 km",Diesel,Manual,"EMI ₹6,340/m*",₹2.85 lakh
393,Nissan Terrano,Nissan,2013,"1,61,493 km",Diesel,Manual,"EMI ₹18,214/m*",₹2.05 lakh
394,Honda Jazz,Honda,2015,"1,15,504 km",Diesel,Manual,"EMI ₹7,673/m*",₹2.31 lakh
395,Maruti IGNIS,Maruti,2017,"47,462 km",Petrol,Manual,"EMI ₹4,692/m*",₹2.40 lakh
396,Maruti Ciaz,Maruti,2016,"85,350 km",Diesel,Manual,"EMI ₹9,744/m*",₹3.70 lakh
397,Honda Amaze,Honda,2018,"1,04,048 km",Petrol,Manual,"EMI ₹8,119/m*",₹3.65 lakh
398,Honda Brio,Honda,2015,"71,189 km",Petrol,Manual,"EMI ₹5,925/m*",₹2.25 lakh
399,Hyundai Eon,Hyundai,2013,"1,05,648 km",Petrol,Manual,"EMI ₹5,413/m*",₹1.15 lakh
400,Maruti Eeco,Maruti,2018,"94,233 km",Petrol,Manual,"EMI ₹5,772/m*",₹3.27 lakh
401,Maruti Alto 800,Maruti,2013,"95,800 km",Petrol,Manual,"EMI ₹5,602/m*",₹1.19 lakh
402,Mahindra XUV500,Mahindra,2016,"1,70,866 km",Diesel,Manual,"EMI ₹11,877/m*",₹4.51 lakh
403,Maruti Celerio,Maruti,2014,"61,857 km",Petrol,Auto,"EMI ₹6,078/m*",₹1.83 lakh
404,Hyundai i10,Hyundai,2012,"1,15,077 km",Petrol,Manual,"EMI ₹12,217/m*",₹1.38 lakh
405,Datsun Redi Go,Datsun,2017,"15,399 km",Petrol,Manual,"EMI ₹2,757/m*",₹1.41 lakh
406,Honda Amaze,Honda,2018,"29,797 km",Petrol,Manual,"EMI ₹7,167/m*",₹4.06 lakh
407,Maruti Alto 800,Maruti,2017,"56,044 km",Petrol,Manual,"EMI ₹4,086/m*",₹2.09 lakh
408,Maruti Alto 800,Maruti,2015,"1,88,400 km",Petrol,Manual,"EMI ₹3,818/m*",₹1.45 lakh
409,Maruti Alto 800,Maruti,2013,"58,500 km",Petrol,Manual,"EMI ₹7,391/m*",₹1.57 lakh
410,Renault Duster,Renault,2015,"2,73,538 km",Diesel,Manual,"EMI ₹7,506/m*",₹2.26 lakh
411,Maruti Swift Dzire,Maruti,2011,"1,47,937 km",Petrol,Manual,"EMI ₹7,506/m*",₹1.19 lakh
412,Datsun Redi Go,Datsun,2016,"62,060 km",Petrol,Manual,"EMI ₹2,402/m*",₹1.08 lakh
413,Maruti Alto 800,Maruti,2014,"70,710 km",Petrol,Manual,"EMI ₹4,949/m*",₹1.49 lakh
414,Maruti Celerio,Maruti,2014,"1,46,790 km",Petrol,Manual,"EMI ₹5,813/m*",₹1.75 lakh
415,Renault Kwid,Renault,2015,"55,955 km",Petrol,Manual,"EMI ₹2,265/m*",₹0.86 lakh
416,Renault Kwid,Renault,2016,"1,30,908 km",Petrol,Manual,"EMI ₹2,914/m*",₹1.31 lakh
417,Hyundai Xcent,Hyundai,2015,"1,67,168 km",Petrol,Manual,"EMI ₹8,190/m*",₹3.11 lakh
418,Maruti Baleno,Maruti,2017,"94,200 km",Petrol,Manual,"EMI ₹5,572/m*",₹2.85 lakh
419,Maruti Baleno,Maruti,2020,"66,331 km",Petrol,Manual,"EMI ₹7,061/m*",₹4.00 lakh
420,Honda Amaze,Honda,2014,"92,664 km",Petrol,Manual,"EMI ₹6,875/m*",₹2.07 lakh
421,Maruti Wagon R 1.0,Maruti,2016,"1,36,741 km",Petrol,Manual,"EMI ₹4,961/m*",₹2.23 lakh
422,Ford Ecosport,Ford,2014,"1,80,117 km",Diesel,Manual,"EMI ₹9,038/m*",₹1.92 lakh
423,Hyundai Grand i10,Hyundai,2017,"92,112 km",Petrol,Manual,"EMI ₹7,194/m*",₹3.68 lakh
424,Hyundai Eon,Hyundai,2012,"2,69,152 km",Petrol,Manual,"EMI ₹7,374/m*",₹0.83 lakh
425,Maruti Alto K10,Maruti,2016,"80,961 km",Petrol,Auto,"EMI ₹4,360/m*",₹1.96 lakh
426,Renault Kwid,Renault,2020,"75,916 km",Petrol,Manual,"EMI ₹3,795/m*",₹2.15 lakh
427,Tata ALTROZ,Tata,2021,"96,744 km",Diesel,Manual,"EMI ₹8,032/m*",₹4.55 lakh
428,Toyota Etios Liva,Toyota,2013,"2,04,068 km",Diesel,Manual,"EMI ₹17,947/m*",₹2.02 lakh
429,Tata Harrier,Tata,2020,"1,27,840 km",Diesel,Manual,"EMI ₹19,199/m*",₹8.83 lakh
430,Maruti Wagon R 1.0,Maruti,2012,"1,20,463 km",Petrol,Manual,"EMI ₹10,662/m*",₹1.20 lakh
431,Maruti Wagon R 1.0,Maruti,2015,"78,869 km",Petrol,Manual,"EMI ₹5,267/m*",₹2.00 lakh
432,Renault Scala,Renault,2013,"1,47,119 km",Diesel,Manual,"EMI ₹13,772/m*",₹1.55 lakh
433,Hyundai Eon,Hyundai,2012,"78,776 km",Petrol,Manual,"EMI ₹7,463/m*",₹0.84 lakh
434,Honda Amaze,Honda,2018,"65,750 km",Petrol,Manual,"EMI ₹6,673/m*",₹3.78 lakh
435,Hyundai VENUE,Hyundai,2020,"1,30,892 km",Diesel,Manual,"EMI ₹13,347/m*",₹6.00 lakh
436,Hyundai Eon,Hyundai,2017,"1,26,632 km",Petrol,Manual,"EMI ₹3,982/m*",₹1.79 lakh
437,Datsun Redi Go,Datsun,2021,"60,082 km",Petrol,Manual,"EMI ₹4,060/m*",₹2.30 lakh
438,Nissan Evalia,Nissan,2012,"1,42,858 km",Diesel,Manual,"EMI ₹4,060/m*",₹1.84 lakh
439,KIA SELTOS,KIA,2020,"87,627 km",Petrol,Manual,"EMI ₹13,504/m*",₹7.65 lakh
440,Hyundai Grand i10,Hyundai,2016,"75,089 km",Petrol,Manual,"EMI ₹7,007/m*",₹3.15 lakh
441,Hyundai VENUE,Hyundai,2020,"82,447 km",Petrol,Manual,"EMI ₹10,150/m*",₹5.75 lakh
442,Hyundai i10,Hyundai,2013,"99,460 km",Petrol,Manual,"EMI ₹7,720/m*",₹1.64 lakh
443,Hyundai Eon,Hyundai,2018,"1,25,480 km",Petrol,Manual,"EMI ₹4,271/m*",₹1.92 lakh
444,Mahindra TUV300,Mahindra,2017,"1,54,734 km",Diesel,Manual,"EMI ₹8,898/m*",₹4.00 lakh
445,Maruti Alto,Maruti,2020,"95,715 km",Petrol,Manual,"EMI ₹3,884/m*",₹2.20 lakh
446,Renault Kwid,Renault,2017,"64,189 km",Petrol,Manual,"EMI ₹2,737/m*",₹1.40 lakh
447,Renault Kwid,Renault,2017,"1,46,838 km",Petrol,Auto,"EMI ₹3,114/m*",₹1.40 lakh
448,Hyundai i10,Hyundai,2012,"78,111 km",Petrol,Manual,"EMI ₹9,773/m*",₹1.10 lakh
449,Maruti Swift Dzire,Maruti,2013,"58,234 km",Petrol,Manual,"EMI ₹11,109/m*",₹2.36 lakh
450,Ford Figo Aspire,Ford,2017,"1,12,186 km",Diesel,Manual,"EMI ₹4,427/m*",₹1.99 lakh
451,Hyundai Grand i10,Hyundai,2015,"1,38,864 km",Petrol,Auto,"EMI ₹8,321/m*",₹3.16 lakh
452,Maruti Baleno,Maruti,2023,"9,198 km",Petrol,Manual,"EMI ₹9,126/m*",₹5.17 lakh
453,Nissan Sunny,Nissan,2011,"74,661 km",Petrol,Manual,"EMI ₹9,126/m*",₹1.11 lakh
454,Maruti Alto 800,Maruti,2018,"40,588 km",Petrol,Manual,"EMI ₹3,760/m*",₹2.13 lakh
455,Maruti Wagon R 1.0,Maruti,2015,"79,933 km",Petrol,Manual,"EMI ₹5,556/m*",₹2.11 lakh
456,Honda Brio,Honda,2014,"1,69,006 km",Petrol,Manual,"EMI ₹6,809/m*",₹2.05 lakh
457,Maruti Alto 800,Maruti,2019,"1,37,792 km",Petrol,Manual,"EMI ₹4,783/m*",₹2.15 lakh
458,Hyundai i10,Hyundai,2015,"64,410 km",Petrol,Manual,"EMI ₹4,793/m*",₹1.82 lakh
