,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
19,Honda Jazz,Honda,2016,"56,400 km",Petrol,Manual,"EMI ₹7,452/m*",₹3.35 lakh
20,Renault Kwid,Renault,2021,"62,403 km",Petrol,Manual,"EMI ₹4,413/m*",₹2.50 lakh
21,Tata NEXON,Tata,2022,"60,123 km",Petrol,Manual,"EMI ₹11,474/m*",₹6.50 lakh
22,Ford FREESTYLE,Ford,2018,"44,783 km",Petrol,Manual,"EMI ₹7,767/m*",₹4.40 lakh
23,Volkswagen Ameo,Volkswagen,2016,"56,741 km",Petrol,Manual,"EMI ₹6,006/m*",₹2.70 lakh
24,Renault TRIBER,Renault,2020,"65,134 km",Petrol,Manual,"EMI ₹6,209/m*",₹3.52 lakh
25,Hyundai Grand i10,Hyundai,2016,"94,743 km",Petrol,Manual,"EMI ₹6,006/m*",₹2.70 lakh
26,Hyundai Verna,Hyundai,2017,"1,40,558 km",Diesel,Manual,"EMI ₹12,234/m*",₹5.50 lakh
27,Hyundai NEW SANTRO,Hyundai,2019,"37,851 km",Petrol,Manual,"EMI ₹4,766/m*",₹2.70 lakh
28,Maruti IGNIS,Maruti,2019,"1,10,617 km",Petrol,Auto,"EMI ₹7,431/m*",₹3.34 lakh
29,Volkswagen TAIGUN,Volkswagen,2024,"30,678 km",Petrol,Manual,"EMI ₹17,979/m*",₹10.50 lakh
30,Maruti New Wagon-R,Maruti,2021,"1,43,837 km",CNG,Manual,"EMI ₹8,337/m*",₹3.75 lakh
31,Maruti Ciaz,Maruti,2018,"47,167 km",Petrol,Manual,"EMI ₹9,003/m*",₹5.10 lakh
32,Tata TIGOR,Tata,2020,"43,981 km",Petrol,Manual,"EMI ₹7,591/m*",₹4.30 lakh
33,Maruti Wagon R 1.0,Maruti,2012,"84,139 km",Petrol,Manual,"EMI ₹15,993/m*",₹1.80 lakh
34,Honda Amaze,Honda,2018,"89,202 km",Diesel,Auto,"EMI ₹8,113/m*",₹4.15 lakh
35,Maruti Swift,Maruti,2015,"79,135 km",Diesel,Manual,"EMI ₹10,961/m*",₹3.30 lakh
36,Ford FREESTYLE,Ford,2018,"90,419 km",Petrol,Manual,"EMI ₹6,708/m*",₹3.80 lakh
37,Hyundai Verna,Hyundai,2023,"33,101 km",Petrol,Manual,"EMI ₹16,009/m*",₹9.35 lakh
38,Honda City,Honda,2015,"73,218 km",Petrol,Manual,"EMI ₹9,875/m*",₹3.75 lakh
39,Maruti Wagon R 1.0,Maruti,2015,"44,408 km",Petrol,Manual,"EMI ₹6,399/m*",₹2.43 lakh
40,Renault Kwid,Renault,2022,"42,219 km",Petrol,Manual,"EMI ₹5,825/m*",₹3.30 lakh
41,Hyundai GRAND I10 NIOS,Hyundai,2022,"51,639 km",CNG,Manual,"EMI ₹8,826/m*",₹5.00 lakh
42,Maruti Swift,Maruti,2015,"68,364 km",Petrol,Manual,"EMI ₹8,566/m*",₹3.25 lakh
43,KIA SONET,KIA,2022,"21,413 km",Petrol,Manual,"EMI ₹12,357/m*",₹7.00 lakh
44,Hyundai VENUE,Hyundai,2020,"82,842 km",Diesel,Manual,"EMI ₹10,945/m*",₹6.20 lakh
45,Maruti Baleno,Maruti,2021,"27,930 km",Petrol,Manual,"EMI ₹8,468/m*",₹4.80 lakh
46,Renault Kiger,Renault,2022,"16,180 km",Petrol,Manual,"EMI ₹7,105/m*",₹4.02 lakh
47,Hyundai VENUE,Hyundai,2021,"22,857 km",Petrol,Manual,"EMI ₹11,127/m*",₹6.30 lakh
48,Tata ALTROZ,Tata,2022,"49,986 km",Petrol,Manual,"EMI ₹10,239/m*",₹5.80 lakh
49,Hyundai Eon,Hyundai,2012,"75,364 km",Petrol,Manual,"EMI ₹11,749/m*",₹1.32 lakh
50,Hyundai XCENT PRIME,Hyundai,2022,"67,422 km",CNG,Manual,"EMI ₹7,362/m*",₹4.17 lakh
51,Hyundai NEW I20,Hyundai,2023,"43,243 km",Petrol,Manual,"EMI ₹10,839/m*",₹6.14 lakh
52,Mahindra BOLERO NEO,Mahindra,2022,"1,02,930 km",Diesel,Manual,"EMI ₹13,569/m*",₹6.10 lakh
53,Hyundai AURA,Hyundai,2022,"56,765 km",CNG,Manual,"EMI ₹9,797/m*",₹5.55 lakh
54,Tata PUNCH,Tata,2024,"92,619 km",CNG,Manual,"EMI ₹11,474/m*",₹6.50 lakh
55,Honda City,Honda,2019,"60,872 km",Petrol,Manual,"EMI ₹11,474/m*",₹6.50 lakh
56,Ford Ecosport,Ford,2016,"1,34,726 km",Diesel,Manual,"EMI ₹9,480/m*",₹3.60 lakh
57,Maruti Swift Dzire,Maruti,2015,"94,319 km",Petrol,Manual,"EMI ₹8,249/m*",₹3.13 lakh
58,Maruti Dzire,Maruti,2017,"88,462 km",Petrol,Manual,"EMI ₹9,580/m*",₹4.90 lakh
59,Hyundai Elite i20,Hyundai,2018,"1,00,528 km",Petrol,Manual,"EMI ₹8,675/m*",₹3.90 lakh
60,Maruti Swift,Maruti,2017,"1,20,150 km",CNG,Manual,"EMI ₹9,217/m*",₹3.50 lakh
61,Maruti S PRESSO,Maruti,2020,"1,08,430 km",CNG,Manual,"EMI ₹7,563/m*",₹3.40 lakh
62,Hyundai Xcent,Hyundai,2014,"70,366 km",Petrol,Manual,"EMI ₹8,594/m*",₹2.59 lakh
63,Maruti Swift Dzire,Maruti,2017,"74,804 km",Petrol,Manual,"EMI ₹7,527/m*",₹3.85 lakh
64,Honda WR-V,Honda,2019,"53,525 km",Petrol,Manual,"EMI ₹9,091/m*",₹5.15 lakh
65,Maruti Baleno,Maruti,2019,"69,752 km",Petrol,Manual,"EMI ₹7,767/m*",₹4.40 lakh
66,MG HECTOR PLUS,MG,2021,"30,173 km",Diesel,Manual,"EMI ₹20,376/m*",₹11.90 lakh
67,Honda Amaze,Honda,2016,"47,700 km",Petrol,Manual,"EMI ₹6,273/m*",₹2.82 lakh
68,Honda WR-V,Honda,2017,"30,288 km",Petrol,Manual,"EMI ₹9,482/m*",₹4.85 lakh
69,Maruti Baleno,Maruti,2023,"1,06,909 km",CNG,Manual,"EMI ₹16,683/m*",₹7.50 lakh
70,Maruti Swift Dzire,Maruti,2015,"1,08,479 km",Diesel,Manual,"EMI ₹12,289/m*",₹3.70 lakh
71,Mahindra XUV500,Mahindra,2017,"93,439 km",Diesel,Auto,"EMI ₹17,615/m*",₹8.10 lakh
72,Tata Tiago,Tata,2019,"68,403 km",Petrol,Manual,"EMI ₹6,012/m*",₹3.41 lakh
73,Hyundai Elite i20,Hyundai,2016,"57,753 km",Petrol,Manual,"EMI ₹9,885/m*",₹4.44 lakh
74,Renault Kwid,Renault,2020,"70,688 km",Petrol,Manual,"EMI ₹4,855/m*",₹2.75 lakh
75,Honda Amaze,Honda,2015,"6,293 km",Petrol,Manual,"EMI ₹8,354/m*",₹3.17 lakh
76,Maruti Dzire,Maruti,2020,"26,604 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
77,Tata NEXON,Tata,2022,"40,351 km",Petrol,Manual,"EMI ₹10,597/m*",₹6.00 lakh
78,Honda City,Honda,2016,"1,01,098 km",Petrol,Manual,"EMI ₹9,788/m*",₹4.40 lakh
