,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
142,Chevrolet Sail UVA,Chevrolet,2013,"40,000 km",Diesel,Manual,"EMI ₹9,151/m*",₹1.03 lakh
143,Volkswagen Polo,Volkswagen,2016,"92,006 km",Petrol,Manual,"EMI ₹11,434/m*",₹5.14 lakh
144,Renault Duster,Renault,2015,"1,38,431 km",Diesel,Manual,"EMI ₹10,629/m*",₹3.20 lakh
145,Maruti Wagon R 1.0,Maruti,2018,"10,176 km",Petrol,Auto,"EMI ₹7,855/m*",₹4.45 lakh
146,Maruti Swift Dzire,Maruti,2016,"78,869 km",Petrol,Manual,"EMI ₹8,008/m*",₹3.60 lakh
147,Hyundai i20 Active,Hyundai,2015,"1,53,916 km",Diesel,Manual,"EMI ₹12,954/m*",₹3.90 lakh
148,Tata Tiago,Tata,2018,"57,255 km",Petrol,Manual,"EMI ₹5,296/m*",₹3.00 lakh
149,Hyundai Grand i10,Hyundai,2018,"28,499 km",Petrol,Auto,"EMI ₹8,898/m*",₹4.00 lakh
150,Tata TIGOR,Tata,2018,"84,622 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
151,KIA CARENS,KIA,2022,"31,154 km",Petrol,Auto,"EMI ₹20,119/m*",₹11.75 lakh
152,Hyundai i20,Hyundai,2010,"1,00,000 km",Petrol,Manual,"EMI ₹20,119/m*",₹0.88 lakh
153,Ford Fiesta,Ford,2011,"1,13,405 km",Diesel,Manual,"EMI ₹20,119/m*",₹0.94 lakh
154,Maruti Alto K10,Maruti,2018,"23,949 km",Petrol,Manual,"EMI ₹4,572/m*",₹2.59 lakh
155,Maruti Alto K10,Maruti,2012,"79,677 km",Petrol,Manual,"EMI ₹14,660/m*",₹1.65 lakh
156,Tata PUNCH,Tata,2024,"24,619 km",Petrol,Auto,"EMI ₹11,810/m*",₹6.69 lakh
157,Jeep Compass,Jeep,2017,"1,01,324 km",Diesel,Manual,"EMI ₹21,612/m*",₹9.94 lakh
158,Ford Figo,Ford,2011,"82,190 km",Diesel,Manual,"EMI ₹21,612/m*",₹0.82 lakh
159,Mahindra XUV500,Mahindra,2017,"71,847 km",Diesel,Auto,"EMI ₹20,177/m*",₹9.28 lakh
160,Tata Tiago,Tata,2019,"55,549 km",Petrol,Manual,"EMI ₹5,825/m*",₹3.30 lakh
161,Hyundai Creta,Hyundai,2017,"76,336 km",Diesel,Manual,"EMI ₹11,345/m*",₹5.10 lakh
162,Hyundai i20,Hyundai,2012,"64,405 km",Petrol,Auto,"EMI ₹22,745/m*",₹2.56 lakh
163,Maruti Swift,Maruti,2013,"1,04,732 km",Petrol,Manual,"EMI ₹14,075/m*",₹2.99 lakh
164,Volkswagen Ameo,Volkswagen,2016,"64,731 km",Petrol,Manual,"EMI ₹8,164/m*",₹3.67 lakh
165,Honda City,Honda,2017,"98,111 km",Petrol,Manual,"EMI ₹11,711/m*",₹5.99 lakh
166,Maruti Baleno,Maruti,2023,"1,24,492 km",Petrol,Manual,"EMI ₹14,459/m*",₹6.50 lakh
167,Honda City,Honda,2016,"61,122 km",Petrol,Manual,"EMI ₹10,344/m*",₹4.65 lakh
168,Tata TIAGO EV,Tata,2023,"34,850 km",Electric,Auto,"EMI ₹10,564/m*",₹5.98 lakh
169,Ford Ecosport,Ford,2020,"63,889 km",Diesel,Manual,"EMI ₹13,698/m*",₹8.00 lakh
170,Tata ALTROZ,Tata,2022,"6,450 km",Petrol,Auto,"EMI ₹13,504/m*",₹7.65 lakh
171,Mahindra Xylo,Mahindra,2011,"2,59,765 km",Diesel,Manual,"EMI ₹13,504/m*",₹1.60 lakh
172,Toyota Etios Liva,Toyota,2013,"1,65,985 km",Petrol,Manual,"EMI ₹16,146/m*",₹3.43 lakh
173,Honda City,Honda,2015,"1,97,153 km",Petrol,Manual,"EMI ₹13,272/m*",₹5.04 lakh
